country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Indonesia;Sumatera Selatan;25;8699118;7123101;6820395;649459;59148;66079;30770;102313;87678;170771;174413;189438;201676;120270;132439;361840;101540;160629;170523;277747;126758;126890;103940;109466;78858;88688;140909;122048
Indonesia;Sumatera Selatan;30;8699118;7037599;6740751;649459;59014;65958;30693;102154;87403;170369;173988;189246;201438;120180;132284;361299;100948;159552;169040;275754;124661;125458;102590;108366;77866;87810;139240;120445
Indonesia;Sumatera Selatan;50;8699118;6576544;6197052;649459;57853;64305;29875;99772;84566;164122;168633;185879;198470;118845;130605;355808;96979;152282;160080;263622;113484;117116;94150;102057;72311;82602;130054;111851
Indonesia;Sumatera Selatan;75;8699118;5195627;5016485;649459;52697;56041;25665;86548;72585;134949;140403;161990;177701;106567;119601;318319;77643;120279;118508;206647;78920;88159;68089;78636;53516;62293;97320;82321
Indonesia;Sumatera Utara;0;7222708;7222708;7222708;391383;55645;40326;37808;73285;76075;67537;52979;66321;122738;94776;101767;91692;57103;94178;58119;90406;82312;76607;60821;58693;70681;59996;82781;81556
Indonesia;Sumatera Utara;10;7222708;5989436;5897538;391383;54909;39967;37605;72624;74748;66878;52593;65857;121368;93522;100891;89812;53911;87035;53862;81289;76299;68183;53526;51801;61345;51147;68597;67235
Indonesia;Sumatera Utara;15;7222708;5917699;5811737;391383;54706;39896;37566;72542;74676;66829;52544;65791;121268;93463;100778;89646;53719;86547;53596;80655;75772;67592;53036;51343;60692;50492;67591;66281
Indonesia;Sumatera Utara;20;7222708;5873783;5774456;391383;54593;39832;37531;72485;74620;66789;52499;65740;121187;93420;100696;89523;53539;86151;53403;80190;75288;67051;52544;50921;60141;50015;66660;65485
Indonesia;Sumatera Utara;25;7222708;5842781;5725271;391383;54489;39787;37507;72441;74575;66765;52476;65711;121131;93390;100643;89433;53427;85920;53270;79886;75048;66766;52316;50705;59836;49742;66178;65107
Indonesia;Sumatera Utara;30;7222708;5784850;5672149;391383;54337;39735;37482;72385;74515;66724;52432;65671;121059;93338;100568;89313;53252;85505;53040;79282;74551;66196;51889;50234;59204;49218;65335;64259
Indonesia;Sumatera Utara;50;7222708;5530366;5371051;391383;53368;39238;37231;71717;73912;66263;51979;65183;120122;92782;99806;88415;52284;83210;51846;76468;72240;63616;49950;48362;56580;46876;61746;60634
Indonesia;Sumatera Utara;75;7222708;4859065;4699970;391383;49833;36978;35747;68397;70901;63614;49420;62573;114978;89019;96699;84669;48739;74515;47537;66336;63694;54227;42947;41564;47344;39299;50414;48973
Indonesia;Yogyakarta;0;317689;317689;317689;1836;85;33;9;76;16;65;21;29;27;143;177;68;51;79;56;92;163;205;108;84;93;59;210;159
Indonesia;Yogyakarta;10;317689;184472;160422;1836;84;33;9;72;15;62;21;29;25;143;176;59;33;64;48;75;124;159;83;66;79;42;148;125
Indonesia;Yogyakarta;15;317689;170508;138078;1836;83;33;9;72;15;62;19;28;25;143;176;57;30;64;46;73;120;154;79;64;75;40;140;121
Indonesia;Yogyakarta;20;317689;162949;134778;1836;83;33;9;72;15;62;18;28;25;143;175;56;30;62;45;71;119;151;77;61;75;39;135;118
Indonesia;Yogyakarta;25;317689;149552;126435;1836;83;33;8;71;15;62;18;28;25;143;175;56;29;61;44;71;114;145;73;59;74;37;122;114
Indonesia;Yogyakarta;30;317689;133245;116148;1836;83;33;8;70;15;61;18;28;25;143;173;55;27;59;42;67;108;140;69;56;71;36;107;108
Indonesia;Yogyakarta;50;317689;95038;71273;1836;78;31;8;64;13;58;18;26;23;140;166;51;19;45;32;54;83;108;52;44;54;28;76;84
Indonesia;Yogyakarta;75;317689;43514;22103;1836;62;24;6;40;10;44;10;15;17;134;143;37;8;16;14;27;43;46;22;20;24;12;28;40
